<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,CLOSE,<VOL>
MOEX.SBER:SMAL,60,13/07/22,15:00:00,126.2600000,126.2600000,125.6400000,125.6400000,5
MOEX.SBER:SMAL,60,13/07/22,16:00:00,128.9700000,128.9700000,128.9700000,128.9700000,1
MOEX.SBER:SMAL,60,13/07/22,18:00:00,125.7200000,127.0000000,125.5300000,127.0000000,7
MOEX.SBER:SMAL,60,13/07/22,19:00:00,125.5200000,125.5200000,125.5200000,125.5200000,3
MOEX.SBER:SMAL,60,14/07/22,15:00:00,126.0600000,126.0600000,125.7800000,125.7800000,2
MOEX.SBER:SMAL,60,15/07/22,11:00:00,125.9000000,125.9000000,125.9000000,125.9000000,2
MOEX.SBER:SMAL,60,15/07/22,12:00:00,125.9900000,125.9900000,125.9900000,125.9900000,1
MOEX.SBER:SMAL,60,15/07/22,13:00:00,125.1400000,125.1400000,125.1400000,125.1400000,7
MOEX.SBER:SMAL,60,15/07/22,15:00:00,125.1700000,125.1700000,125.1700000,125.1700000,2
MOEX.SBER:SMAL,60,15/07/22,16:00:00,128.0000000,128.0000000,128.0000000,128.0000000,2
MOEX.SBER:SMAL,60,15/07/22,17:00:00,128.5000000,128.5000000,128.5000000,128.5000000,1
MOEX.SBER:SMAL,60,15/07/22,18:00:00,129.4900000,129.4900000,129.4900000,129.4900000,1
MOEX.SBER:SMAL,60,18/07/22,16:00:00,127.5000000,127.5000000,127.1400000,127.1400000,2
MOEX.SBER:SMAL,60,19/07/22,13:00:00,126.5100000,126.5100000,126.5100000,126.5100000,1
MOEX.SBER:SMAL,60,19/07/22,15:00:00,125.8000000,125.8000000,125.8000000,125.8000000,2
MOEX.SBER:SMAL,60,19/07/22,19:00:00,126.4800000,126.4800000,126.4800000,126.4800000,1
MOEX.SBER:SMAL,60,20/07/22,11:00:00,128.6000000,128.6000000,128.6000000,128.6000000,1
MOEX.SBER:SMAL,60,20/07/22,14:00:00,127.4700000,127.4700000,127.4700000,127.4700000,3
MOEX.SBER:SMAL,60,20/07/22,18:00:00,127.4700000,127.4700000,127.4100000,127.4100000,10
MOEX.SBER:SMAL,60,20/07/22,19:00:00,127.4100000,127.4100000,126.6500000,126.6500000,10
MOEX.SBER:SMAL,60,21/07/22,12:00:00,124.0800000,124.0800000,123.3900000,123.7900000,9
MOEX.SBER:SMAL,60,21/07/22,13:00:00,123.8000000,123.8000000,123.8000000,123.8000000,4
MOEX.SBER:SMAL,60,21/07/22,14:00:00,125.5000000,126.1900000,124.3300000,126.1900000,3
MOEX.SBER:SMAL,60,21/07/22,16:00:00,123.4100000,123.4100000,123.4100000,123.4100000,2
MOEX.SBER:SMAL,60,21/07/22,17:00:00,123.7800000,123.7800000,123.7800000,123.7800000,3
MOEX.SBER:SMAL,60,21/07/22,18:00:00,124.1400000,125.4900000,124.1400000,125.4900000,2
MOEX.SBER:SMAL,60,21/07/22,19:00:00,125.4000000,125.4000000,125.4000000,125.4000000,1
MOEX.SBER:SMAL,60,22/07/22,12:00:00,125.8100000,125.8100000,125.8100000,125.8100000,6
MOEX.SBER:SMAL,60,22/07/22,13:00:00,125.8700000,125.8700000,125.8700000,125.8700000,9
MOEX.SBER:SMAL,60,22/07/22,14:00:00,127.9800000,128.1900000,126.5100000,126.5100000,12
MOEX.SBER:SMAL,60,22/07/22,15:00:00,126.5000000,126.5000000,125.8100000,125.8100000,2
MOEX.SBER:SMAL,60,22/07/22,18:00:00,125.8000000,125.8000000,125.8000000,125.8000000,1
MOEX.SBER:SMAL,60,25/07/22,11:00:00,126.5000000,127.6000000,126.0000000,127.6000000,6
MOEX.SBER:SMAL,60,25/07/22,12:00:00,128.5000000,129.5200000,126.5100000,129.5200000,17
MOEX.SBER:SMAL,60,25/07/22,14:00:00,127.7900000,127.7900000,127.7900000,127.7900000,18
MOEX.SBER:SMAL,60,25/07/22,16:00:00,127.7800000,130.7800000,127.7800000,130.7800000,12
MOEX.SBER:SMAL,60,25/07/22,17:00:00,127.1100000,127.1100000,127.1100000,127.1100000,6
MOEX.SBER:SMAL,60,25/07/22,18:00:00,130.9900000,130.9900000,130.9800000,130.9800000,2
MOEX.SBER:SMAL,60,26/07/22,11:00:00,130.0000000,130.0000000,127.7300000,127.7300000,6
MOEX.SBER:SMAL,60,26/07/22,12:00:00,132.3000000,132.7800000,132.3000000,132.7800000,2
MOEX.SBER:SMAL,60,26/07/22,13:00:00,131.0100000,131.0100000,131.0100000,131.0100000,2
MOEX.SBER:SMAL,60,26/07/22,15:00:00,131.5000000,131.5000000,131.0800000,131.0800000,2
MOEX.SBER:SMAL,60,26/07/22,18:00:00,130.5000000,130.5000000,130.5000000,130.5000000,1
MOEX.SBER:SMAL,60,26/07/22,19:00:00,132.4800000,132.4800000,132.4800000,132.4800000,1
MOEX.SBER:SMAL,60,27/07/22,11:00:00,132.9800000,135.7700000,132.9800000,135.7700000,7
MOEX.SBER:SMAL,60,27/07/22,14:00:00,135.3900000,135.3900000,135.3900000,135.3900000,2
MOEX.SBER:SMAL,60,27/07/22,16:00:00,133.1200000,133.1200000,131.7800000,131.7800000,2
MOEX.SBER:SMAL,60,28/07/22,14:00:00,132.4700000,132.4700000,132.4700000,132.4700000,3
MOEX.SBER:SMAL,60,28/07/22,15:00:00,130.1700000,130.1700000,130.1700000,130.1700000,8
MOEX.SBER:SMAL,60,28/07/22,17:00:00,130.2300000,130.2300000,130.2300000,130.2300000,2
MOEX.SBER:SMAL,60,28/07/22,19:00:00,132.4900000,132.4900000,132.4900000,132.4900000,7
MOEX.SBER:SMAL,60,29/07/22,14:00:00,131.8600000,131.8600000,131.8600000,131.8600000,1
MOEX.SBER:SMAL,60,29/07/22,15:00:00,131.3400000,131.5000000,131.3400000,131.5000000,2
MOEX.SBER:SMAL,60,29/07/22,16:00:00,129.8700000,129.8700000,129.8700000,129.8700000,10
MOEX.SBER:SMAL,60,29/07/22,18:00:00,131.0000000,131.0000000,131.0000000,131.0000000,1
MOEX.SBER:SMAL,60,01/08/22,11:00:00,130.1000000,130.1200000,130.1000000,130.1200000,5
MOEX.SBER:SMAL,60,01/08/22,12:00:00,132.6700000,132.6700000,129.1500000,129.1500000,20
MOEX.SBER:SMAL,60,01/08/22,13:00:00,132.6700000,132.6700000,132.6700000,132.6700000,3
MOEX.SBER:SMAL,60,01/08/22,16:00:00,130.0000000,130.0000000,128.6800000,128.6800000,31
MOEX.SBER:SMAL,60,01/08/22,17:00:00,128.7800000,128.7800000,128.7600000,128.7600000,7
MOEX.SBER:SMAL,60,01/08/22,18:00:00,128.2800000,128.2800000,127.3700000,127.8600000,9
MOEX.SBER:SMAL,60,02/08/22,13:00:00,129.9700000,129.9700000,129.9700000,129.9700000,1
MOEX.SBER:SMAL,60,02/08/22,14:00:00,129.3000000,129.3000000,127.6600000,127.6600000,18
MOEX.SBER:SMAL,60,02/08/22,17:00:00,127.2900000,127.2900000,126.0900000,126.0900000,4
MOEX.SBER:SMAL,60,02/08/22,18:00:00,128.9600000,128.9600000,128.9600000,128.9600000,1
MOEX.SBER:SMAL,60,02/08/22,19:00:00,128.8200000,128.8200000,126.4100000,126.4100000,8
MOEX.SBER:SMAL,60,03/08/22,11:00:00,126.6800000,126.6800000,126.6800000,126.6800000,3
MOEX.SBER:SMAL,60,03/08/22,16:00:00,126.8300000,128.9700000,126.8300000,128.9700000,3
MOEX.SBER:SMAL,60,03/08/22,17:00:00,126.8200000,126.8200000,126.6900000,126.6900000,5
MOEX.SBER:SMAL,60,04/08/22,12:00:00,129.9400000,129.9400000,129.9400000,129.9400000,7
MOEX.SBER:SMAL,60,04/08/22,13:00:00,127.0200000,127.0200000,127.0200000,127.0200000,1
MOEX.SBER:SMAL,60,04/08/22,15:00:00,127.0100000,127.0100000,127.0100000,127.0100000,1
MOEX.SBER:SMAL,60,04/08/22,16:00:00,126.0200000,126.0200000,126.0200000,126.0200000,2
MOEX.SBER:SMAL,60,05/08/22,11:00:00,124.7900000,124.7900000,124.7900000,124.7900000,1
MOEX.SBER:SMAL,60,05/08/22,12:00:00,123.0100000,123.0100000,123.0100000,123.0100000,6
MOEX.SBER:SMAL,60,05/08/22,15:00:00,122.7000000,122.7000000,122.0000000,122.0000000,12
MOEX.SBER:SMAL,60,05/08/22,16:00:00,123.0100000,123.0100000,123.0100000,123.0100000,1
MOEX.SBER:SMAL,60,05/08/22,17:00:00,122.0100000,122.0100000,122.0100000,122.0100000,2
MOEX.SBER:SMAL,60,05/08/22,18:00:00,122.0100000,123.5000000,122.0100000,123.5000000,18
MOEX.SBER:SMAL,60,05/08/22,19:00:00,123.5000000,123.5000000,123.5000000,123.5000000,7
MOEX.SBER:SMAL,60,08/08/22,11:00:00,125.7000000,126.9700000,125.7000000,126.9700000,2
MOEX.SBER:SMAL,60,08/08/22,12:00:00,126.9600000,126.9600000,124.0000000,124.0000000,10
MOEX.SBER:SMAL,60,08/08/22,14:00:00,124.0000000,126.5700000,122.7900000,126.5700000,5
MOEX.SBER:SMAL,60,08/08/22,15:00:00,121.8400000,121.8400000,121.8400000,121.8400000,2
MOEX.SBER:SMAL,60,08/08/22,16:00:00,122.0100000,122.0100000,122.0000000,122.0000000,2
MOEX.SBER:SMAL,60,08/08/22,19:00:00,125.7700000,125.7700000,120.5700000,120.6000000,41
MOEX.SBER:SMAL,60,09/08/22,13:00:00,123.9800000,123.9800000,123.9800000,123.9800000,1
MOEX.SBER:SMAL,60,09/08/22,14:00:00,123.8700000,123.8700000,123.5700000,123.5700000,14
MOEX.SBER:SMAL,60,09/08/22,15:00:00,123.5700000,125.9800000,123.5700000,125.9800000,5
MOEX.SBER:SMAL,60,09/08/22,16:00:00,125.9800000,125.9800000,125.9800000,125.9800000,1
MOEX.SBER:SMAL,60,09/08/22,19:00:00,125.9300000,125.9800000,125.9300000,125.9800000,10
MOEX.SBER:SMAL,60,10/08/22,13:00:00,124.0800000,124.0800000,123.2100000,123.2100000,15
MOEX.SBER:SMAL,60,10/08/22,15:00:00,124.0200000,124.0200000,123.7900000,123.7900000,2
MOEX.SBER:SMAL,60,10/08/22,16:00:00,123.7900000,123.7900000,123.7900000,123.7900000,2
MOEX.SBER:SMAL,60,11/08/22,12:00:00,126.2600000,126.2600000,126.2600000,126.2600000,9
MOEX.SBER:SMAL,60,11/08/22,13:00:00,127.6900000,127.6900000,127.6900000,127.6900000,2
MOEX.SBER:SMAL,60,11/08/22,15:00:00,125.0000000,125.0000000,125.0000000,125.0000000,1
MOEX.SBER:SMAL,60,11/08/22,16:00:00,125.0000000,126.9800000,125.0000000,126.9800000,6
MOEX.SBER:SMAL,60,11/08/22,18:00:00,124.1600000,124.1600000,123.7900000,123.7900000,20
MOEX.SBER:SMAL,60,11/08/22,19:00:00,123.7900000,123.7900000,123.5800000,123.5800000,10
MOEX.SBER:SMAL,60,12/08/22,13:00:00,125.5300000,125.9300000,125.5300000,125.9300000,3
MOEX.SBER:SMAL,60,12/08/22,15:00:00,123.0800000,123.0800000,121.8600000,121.8600000,3
MOEX.SBER:SMAL,60,12/08/22,16:00:00,121.7800000,121.7800000,121.2100000,121.2100000,2
MOEX.SBER:SMAL,60,12/08/22,18:00:00,124.9800000,125.4800000,121.7800000,121.7800000,12
MOEX.SBER:SMAL,60,15/08/22,14:00:00,121.9000000,121.9000000,121.9000000,121.9000000,5
MOEX.SBER:SMAL,60,15/08/22,15:00:00,123.7400000,123.7400000,123.7400000,123.7400000,4
MOEX.SBER:SMAL,60,15/08/22,16:00:00,122.9900000,122.9900000,122.0700000,122.0700000,2
MOEX.SBER:SMAL,60,15/08/22,17:00:00,124.7800000,124.7800000,124.7800000,124.7800000,1
MOEX.SBER:SMAL,60,15/08/22,18:00:00,124.8700000,124.8700000,124.8700000,124.8700000,1
MOEX.SBER:SMAL,60,16/08/22,12:00:00,125.9800000,125.9800000,125.9800000,125.9800000,1
MOEX.SBER:SMAL,60,16/08/22,13:00:00,126.9800000,126.9800000,126.9800000,126.9800000,1
MOEX.SBER:SMAL,60,16/08/22,16:00:00,125.1400000,125.1400000,125.0800000,125.0800000,2
MOEX.SBER:SMAL,60,17/08/22,11:00:00,126.6000000,127.0700000,126.6000000,127.0700000,15
MOEX.SBER:SMAL,60,17/08/22,12:00:00,124.4300000,126.1000000,124.4300000,126.1000000,11
MOEX.SBER:SMAL,60,17/08/22,15:00:00,126.1000000,126.1000000,125.6500000,125.6500000,2
MOEX.SBER:SMAL,60,17/08/22,16:00:00,124.4300000,124.4300000,124.4300000,124.4300000,2
MOEX.SBER:SMAL,60,17/08/22,17:00:00,124.4300000,124.4300000,124.4300000,124.4300000,7
MOEX.SBER:SMAL,60,18/08/22,11:00:00,124.4900000,124.4900000,124.4900000,124.4900000,1
MOEX.SBER:SMAL,60,18/08/22,14:00:00,123.4100000,123.4100000,123.4100000,123.4100000,4
MOEX.SBER:SMAL,60,18/08/22,17:00:00,123.4100000,123.4100000,123.4100000,123.4100000,1
MOEX.SBER:SMAL,60,18/08/22,18:00:00,125.1300000,125.1300000,125.1300000,125.1300000,1
MOEX.SBER:SMAL,60,18/08/22,19:00:00,125.1300000,125.1300000,124.6100000,124.6100000,18
MOEX.SBER:SMAL,60,19/08/22,13:00:00,123.8300000,127.9500000,123.8200000,127.9500000,8
MOEX.SBER:SMAL,60,19/08/22,15:00:00,127.8400000,127.8400000,127.8400000,127.8400000,2
MOEX.SBER:SMAL,60,19/08/22,16:00:00,124.3700000,126.9900000,124.3700000,126.9900000,3
MOEX.SBER:SMAL,60,22/08/22,13:00:00,127.9300000,127.9500000,127.9300000,127.9500000,2
MOEX.SBER:SMAL,60,22/08/22,15:00:00,124.6600000,124.6600000,124.1000000,124.1000000,2
MOEX.SBER:SMAL,60,22/08/22,16:00:00,124.3000000,124.3000000,122.7900000,122.7900000,8
MOEX.SBER:SMAL,60,22/08/22,17:00:00,123.9000000,123.9000000,122.7900000,122.7900000,8
MOEX.SBER:SMAL,60,23/08/22,11:00:00,124.0000000,124.0000000,123.5100000,123.5100000,7
MOEX.SBER:SMAL,60,23/08/22,12:00:00,128.9800000,128.9800000,128.9800000,128.9800000,1
MOEX.SBER:SMAL,60,23/08/22,13:00:00,129.5000000,129.5000000,129.5000000,129.5000000,1
MOEX.SBER:SMAL,60,23/08/22,14:00:00,126.9900000,126.9900000,126.2100000,126.2100000,6
MOEX.SBER:SMAL,60,23/08/22,15:00:00,126.9900000,126.9900000,126.9900000,126.9900000,2
MOEX.SBER:SMAL,60,23/08/22,16:00:00,128.0000000,128.0000000,128.0000000,128.0000000,8
MOEX.SBER:SMAL,60,23/08/22,18:00:00,129.8900000,129.8900000,129.8900000,129.8900000,8
MOEX.SBER:SMAL,60,23/08/22,19:00:00,129.9300000,129.9300000,129.9300000,129.9300000,1
MOEX.SBER:SMAL,60,24/08/22,11:00:00,130.6000000,130.6000000,129.9300000,129.9300000,2
MOEX.SBER:SMAL,60,24/08/22,14:00:00,130.9500000,130.9500000,130.9500000,130.9500000,5
MOEX.SBER:SMAL,60,24/08/22,16:00:00,129.7000000,129.7000000,127.7800000,127.7800000,4
MOEX.SBER:SMAL,60,25/08/22,11:00:00,125.5900000,128.0000000,125.5900000,128.0000000,22
MOEX.SBER:SMAL,60,25/08/22,12:00:00,125.8100000,129.5000000,125.8100000,128.0100000,11
MOEX.SBER:SMAL,60,25/08/22,15:00:00,128.0000000,128.0000000,128.0000000,128.0000000,1
MOEX.SBER:SMAL,60,25/08/22,16:00:00,127.0000000,127.0000000,124.3300000,124.3300000,4
MOEX.SBER:SMAL,60,25/08/22,18:00:00,127.9900000,127.9900000,127.9900000,127.9900000,1
MOEX.SBER:SMAL,60,26/08/22,15:00:00,127.0100000,128.8500000,127.0100000,128.8500000,5
MOEX.SBER:SMAL,60,26/08/22,18:00:00,130.0000000,130.0000000,130.0000000,130.0000000,1
MOEX.SBER:SMAL,60,26/08/22,19:00:00,130.0000000,130.0000000,130.0000000,130.0000000,2
MOEX.SBER:SMAL,60,29/08/22,11:00:00,130.5000000,132.6100000,130.5000000,132.6100000,6
MOEX.SBER:SMAL,60,29/08/22,15:00:00,130.0100000,130.0100000,130.0000000,130.0000000,2
MOEX.SBER:SMAL,60,29/08/22,17:00:00,130.7400000,130.7400000,130.7400000,130.7400000,1
MOEX.SBER:SMAL,60,30/08/22,11:00:00,131.0000000,131.9800000,131.0000000,131.7500000,8
MOEX.SBER:SMAL,60,30/08/22,12:00:00,131.7500000,131.7500000,131.5100000,131.5100000,6
MOEX.SBER:SMAL,60,30/08/22,14:00:00,131.7000000,131.7000000,131.7000000,131.7000000,7
MOEX.SBER:SMAL,60,30/08/22,15:00:00,131.7100000,132.2600000,131.5200000,132.2600000,4
MOEX.SBER:SMAL,60,30/08/22,16:00:00,131.5100000,131.5100000,131.0000000,131.0000000,6
MOEX.SBER:SMAL,60,30/08/22,17:00:00,129.0100000,129.0100000,129.0100000,129.0100000,1
MOEX.SBER:SMAL,60,31/08/22,11:00:00,126.5500000,137.0000000,126.5500000,136.5000000,24
MOEX.SBER:SMAL,60,31/08/22,12:00:00,136.5000000,136.5000000,134.5000000,134.5000000,9
MOEX.SBER:SMAL,60,31/08/22,16:00:00,132.1700000,132.1700000,132.1700000,132.1700000,2
MOEX.SBER:SMAL,60,31/08/22,17:00:00,134.1000000,137.0600000,134.1000000,137.0600000,2
MOEX.SBER:SMAL,60,31/08/22,18:00:00,137.0600000,137.0600000,137.0600000,137.0600000,4
MOEX.SBER:SMAL,60,01/09/22,12:00:00,134.9200000,134.9200000,134.9200000,134.9200000,1
MOEX.SBER:SMAL,60,01/09/22,13:00:00,132.1400000,133.1900000,132.1400000,132.1500000,6
MOEX.SBER:SMAL,60,01/09/22,14:00:00,133.5000000,133.5000000,133.5000000,133.5000000,5
MOEX.SBER:SMAL,60,01/09/22,18:00:00,133.4700000,136.1200000,133.4700000,136.1200000,17
MOEX.SBER:SMAL,60,01/09/22,19:00:00,136.2000000,137.1900000,136.2000000,137.1900000,3
MOEX.SBER:SMAL,60,02/09/22,11:00:00,132.0000000,138.0600000,132.0000000,138.0600000,9
MOEX.SBER:SMAL,60,02/09/22,12:00:00,139.0000000,139.0000000,138.5000000,138.5000000,2
MOEX.SBER:SMAL,60,02/09/22,13:00:00,138.0300000,139.4900000,138.0300000,139.4900000,6
MOEX.SBER:SMAL,60,02/09/22,14:00:00,139.5000000,144.0000000,139.5000000,144.0000000,34
MOEX.SBER:SMAL,60,02/09/22,15:00:00,142.0100000,142.0100000,142.0100000,142.0100000,5
MOEX.SBER:SMAL,60,02/09/22,16:00:00,144.5000000,144.5000000,142.0000000,142.0000000,7
MOEX.SBER:SMAL,60,02/09/22,17:00:00,141.9500000,142.5000000,141.5100000,142.5000000,12
MOEX.SBER:SMAL,60,02/09/22,18:00:00,142.0100000,143.0000000,142.0100000,143.0000000,8
MOEX.SBER:SMAL,60,02/09/22,19:00:00,143.5000000,143.7500000,143.5000000,143.7500000,4
MOEX.SBER:SMAL,60,05/09/22,11:00:00,142.5000000,143.5000000,140.0000000,141.0000000,18
MOEX.SBER:SMAL,60,05/09/22,12:00:00,140.5000000,141.0000000,139.5000000,139.5000000,6
MOEX.SBER:SMAL,60,05/09/22,13:00:00,140.0000000,140.0000000,140.0000000,140.0000000,1
MOEX.SBER:SMAL,60,05/09/22,14:00:00,139.5200000,139.5200000,139.5000000,139.5000000,2
MOEX.SBER:SMAL,60,05/09/22,15:00:00,140.0000000,141.4100000,140.0000000,141.4100000,8
MOEX.SBER:SMAL,60,05/09/22,16:00:00,141.5000000,141.5000000,141.5000000,141.5000000,1
MOEX.SBER:SMAL,60,05/09/22,17:00:00,141.9000000,141.9000000,141.5000000,141.5000000,4
MOEX.SBER:SMAL,60,05/09/22,18:00:00,142.0000000,142.0900000,142.0000000,142.0900000,2
MOEX.SBER:SMAL,60,05/09/22,19:00:00,141.5100000,141.5100000,141.5000000,141.5000000,2
MOEX.SBER:SMAL,60,06/09/22,12:00:00,143.7400000,143.7400000,138.2900000,138.2900000,4
MOEX.SBER:SMAL,60,06/09/22,14:00:00,139.8900000,139.8900000,138.8700000,139.3100000,4
MOEX.SBER:SMAL,60,06/09/22,15:00:00,139.5000000,139.5000000,137.5000000,137.5000000,19
MOEX.SBER:SMAL,60,06/09/22,17:00:00,137.0000000,137.0000000,136.5000000,136.5000000,2
MOEX.SBER:SMAL,60,06/09/22,19:00:00,137.0000000,137.0000000,122.8900000,132.3300000,104
MOEX.SBER:SMAL,60,07/09/22,11:00:00,135.0300000,138.0000000,135.0100000,138.0000000,29
MOEX.SBER:SMAL,60,07/09/22,12:00:00,137.9600000,138.0000000,137.0000000,137.0000000,20
MOEX.SBER:SMAL,60,07/09/22,14:00:00,136.5200000,137.4900000,135.0000000,135.0000000,2362
MOEX.SBER:SMAL,60,07/09/22,15:00:00,135.0500000,137.5000000,135.0500000,137.4700000,12
MOEX.SBER:SMAL,60,07/09/22,16:00:00,137.1400000,138.0000000,136.1500000,138.0000000,15
MOEX.SBER:SMAL,60,07/09/22,17:00:00,138.4500000,138.5000000,138.4500000,138.5000000,3
MOEX.SBER:SMAL,60,07/09/22,18:00:00,137.5000000,137.5300000,137.0000000,137.5300000,5
MOEX.SBER:SMAL,60,07/09/22,19:00:00,137.0100000,137.0100000,136.0000000,136.0000000,586
MOEX.SBER:SMAL,60,08/09/22,11:00:00,133.6300000,133.6300000,133.3300000,133.3300000,5
MOEX.SBER:SMAL,60,08/09/22,13:00:00,135.4400000,135.4400000,135.4400000,135.4400000,1
MOEX.SBER:SMAL,60,08/09/22,14:00:00,135.9500000,136.3500000,135.9500000,136.3500000,3
MOEX.SBER:SMAL,60,08/09/22,15:00:00,136.3500000,136.4800000,136.3500000,136.4800000,5
MOEX.SBER:SMAL,60,08/09/22,16:00:00,136.0000000,136.9900000,134.5000000,135.0000000,20
MOEX.SBER:SMAL,60,08/09/22,19:00:00,134.4100000,134.9400000,133.7800000,134.9400000,518
MOEX.SBER:SMAL,60,09/09/22,11:00:00,135.6200000,137.9200000,134.5000000,134.5000000,11
MOEX.SBER:SMAL,60,09/09/22,12:00:00,135.0000000,137.9200000,135.0000000,137.9200000,15
MOEX.SBER:SMAL,60,09/09/22,13:00:00,136.0000000,136.5000000,136.0000000,136.5000000,2
MOEX.SBER:SMAL,60,09/09/22,14:00:00,136.0000000,136.0000000,135.5000000,135.5000000,2
MOEX.SBER:SMAL,60,09/09/22,15:00:00,135.0000000,135.0000000,132.8400000,135.0000000,20
MOEX.SBER:SMAL,60,09/09/22,16:00:00,135.0000000,135.0000000,135.0000000,135.0000000,3
MOEX.SBER:SMAL,60,09/09/22,17:00:00,134.5000000,136.4300000,133.7700000,136.4300000,14
MOEX.SBER:SMAL,60,09/09/22,18:00:00,136.5000000,138.0000000,136.5000000,138.0000000,27
MOEX.SBER:SMAL,60,09/09/22,19:00:00,137.0000000,137.5000000,136.0000000,137.5000000,437
MOEX.SBER:SMAL,60,12/09/22,11:00:00,136.8500000,138.3900000,134.5000000,138.3900000,7
MOEX.SBER:SMAL,60,12/09/22,12:00:00,139.0000000,139.0000000,139.0000000,139.0000000,2
MOEX.SBER:SMAL,60,12/09/22,14:00:00,138.5000000,138.5000000,138.0100000,138.0100000,6
MOEX.SBER:SMAL,60,12/09/22,15:00:00,138.0000000,138.5000000,137.5000000,138.5000000,4
MOEX.SBER:SMAL,60,12/09/22,16:00:00,139.0000000,139.0000000,139.0000000,139.0000000,1
MOEX.SBER:SMAL,60,12/09/22,17:00:00,138.5000000,138.5000000,138.5000000,138.5000000,1
MOEX.SBER:SMAL,60,12/09/22,18:00:00,138.0000000,138.5000000,137.0800000,138.5000000,6
MOEX.SBER:SMAL,60,12/09/22,19:00:00,138.5000000,139.0000000,137.5000000,137.5000000,78
MOEX.SBER:SMAL,60,12/09/22,20:00:00,135.7800000,135.7800000,135.7800000,135.7800000,4
MOEX.SBER:SMAL,60,13/09/22,00:00:00,137.4600000,137.4600000,137.4600000,137.4600000,1
MOEX.SBER:SMAL,60,13/09/22,11:00:00,138.0000000,140.0000000,137.5100000,137.5100000,13
MOEX.SBER:SMAL,60,13/09/22,13:00:00,137.5200000,138.5000000,137.5100000,138.5000000,5
MOEX.SBER:SMAL,60,13/09/22,14:00:00,138.0000000,139.0000000,137.0300000,137.5100000,12
MOEX.SBER:SMAL,60,13/09/22,15:00:00,138.5000000,138.5000000,138.0000000,138.0000000,6
MOEX.SBER:SMAL,60,13/09/22,16:00:00,138.5000000,139.0000000,136.0000000,136.0000000,51
MOEX.SBER:SMAL,60,13/09/22,17:00:00,136.0000000,137.0000000,135.5800000,137.0000000,11
MOEX.SBER:SMAL,60,13/09/22,18:00:00,136.5000000,136.5000000,136.5000000,136.5000000,6
MOEX.SBER:SMAL,60,13/09/22,19:00:00,136.0100000,137.4900000,136.0000000,137.4900000,1306
MOEX.SBER:SMAL,60,14/09/22,11:00:00,134.9300000,134.9300000,134.9300000,134.9300000,2
MOEX.SBER:SMAL,60,14/09/22,12:00:00,134.9600000,134.9600000,134.9300000,134.9300000,16
MOEX.SBER:SMAL,60,14/09/22,13:00:00,134.6300000,134.6300000,134.6300000,134.6300000,8
MOEX.SBER:SMAL,60,14/09/22,16:00:00,137.5000000,137.5000000,137.5000000,137.5000000,4
MOEX.SBER:SMAL,60,14/09/22,18:00:00,137.0000000,138.0000000,137.0000000,138.0000000,421
MOEX.SBER:SMAL,60,14/09/22,19:00:00,138.5000000,138.5000000,138.5000000,138.5000000,2
MOEX.SBER:SMAL,60,14/09/22,21:00:00,139.3000000,139.3000000,139.3000000,139.3000000,1
MOEX.SBER:SMAL,60,14/09/22,23:00:00,138.0100000,138.0100000,138.0100000,138.0100000,1
MOEX.SBER:SMAL,60,15/09/22,11:00:00,139.9800000,139.9800000,139.9800000,139.9800000,1
MOEX.SBER:SMAL,60,15/09/22,12:00:00,139.0000000,139.5000000,138.0000000,138.0000000,9
MOEX.SBER:SMAL,60,15/09/22,13:00:00,138.5000000,138.5000000,138.5000000,138.5000000,1
MOEX.SBER:SMAL,60,15/09/22,15:00:00,137.7800000,138.0000000,137.1200000,138.0000000,15
MOEX.SBER:SMAL,60,15/09/22,16:00:00,138.0000000,139.9000000,137.5000000,139.9000000,18
MOEX.SBER:SMAL,60,15/09/22,17:00:00,137.6400000,137.6400000,137.6400000,137.6400000,2
MOEX.SBER:SMAL,60,15/09/22,18:00:00,139.0100000,139.0100000,138.0000000,138.0000000,367
MOEX.SBER:SMAL,60,15/09/22,19:00:00,138.5000000,139.3000000,138.0200000,139.3000000,9
MOEX.SBER:SMAL,60,16/09/22,00:00:00,139.3000000,139.3000000,138.3100000,138.3100000,2
MOEX.SBER:SMAL,60,16/09/22,11:00:00,137.9800000,137.9800000,137.9800000,137.9800000,4
MOEX.SBER:SMAL,60,16/09/22,12:00:00,138.9800000,138.9900000,138.0100000,138.0100000,12
MOEX.SBER:SMAL,60,16/09/22,13:00:00,139.0000000,140.5500000,139.0000000,140.0100000,21
MOEX.SBER:SMAL,60,16/09/22,14:00:00,140.0100000,140.5500000,140.0000000,140.0000000,6
MOEX.SBER:SMAL,60,16/09/22,15:00:00,139.5000000,139.5000000,138.5000000,138.5000000,3
MOEX.SBER:SMAL,60,16/09/22,16:00:00,138.0100000,138.4900000,137.5000000,138.4900000,11
MOEX.SBER:SMAL,60,16/09/22,18:00:00,138.0000000,138.4900000,138.0000000,138.4900000,6
MOEX.SBER:SMAL,60,16/09/22,19:00:00,137.5000000,138.0000000,137.0000000,137.0000000,430
MOEX.SBER:SMAL,60,16/09/22,21:00:00,139.2300000,139.2300000,139.2300000,139.2300000,1
MOEX.SBER:SMAL,60,16/09/22,22:00:00,139.1800000,139.1800000,139.1800000,139.1800000,1
